word,total_freq,doc_freq,doc_ratio,AS_freq,AR_freq,RMJ_freq,AA_freq
party,45,32,1.9,19,2,13,11
category,45,39,2.3,19,7,11,8
ministry,45,23,1.4,4,0,37,4
overall,44,43,2.6,9,6,15,14
answer,44,41,2.5,14,6,22,2
improvement,44,39,2.3,8,1,27,8
recommend,44,42,2.5,11,0,22,11
section,44,32,1.9,11,15,6,12
writing,44,38,2.3,14,18,3,9
demand,44,41,2.5,20,9,11,4
embrace,44,40,2.4,10,8,16,10
audience,44,34,2.0,17,10,4,13
relevance,44,39,2.3,7,16,16,5
assist,44,40,2.4,10,3,21,10
educator,44,32,1.9,16,4,11,13
depth,44,43,2.6,12,8,13,11
code,44,30,1.8,12,10,15,7
complete,43,38,2.3,11,3,11,18
delivery,43,33,2.0,1,3,37,2
consequence,43,39,2.3,17,6,14,6
fact,43,38,2.3,15,11,13,4
making,43,38,2.3,15,12,11,5
assumption,43,39,2.3,10,15,7,11
entity,43,32,1.9,16,6,18,3
perform,43,37,2.2,11,11,15,6
film,43,21,1.3,11,20,0,12
chinese,43,13,0.8,21,0,12,10
able,43,40,2.4,17,10,11,5
medical,43,20,1.2,3,4,30,6
disability,43,11,0.7,21,6,0,16
database,42,33,2.0,15,7,15,5
crucial,42,39,2.3,13,3,21,5
certain,42,42,2.5,13,12,10,7
hope,42,40,2.4,11,3,18,10
respond,42,39,2.3,8,9,16,9
media,42,42,2.5,40,1,1,0
note,42,41,2.5,18,7,12,5
direct,42,39,2.3,13,5,15,9
book,42,32,1.9,16,11,6,9
day,42,33,2.0,19,9,5,9
combine,41,38,2.3,16,3,13,9
cover,41,40,2.4,7,3,27,4
difficult,41,38,2.3,9,10,10,12
interpret,41,36,2.2,16,7,7,11
protect,41,37,2.2,12,11,10,8
fundamental,41,41,2.5,13,10,15,3
planning,41,34,2.0,10,0,19,12
direction,41,38,2.3,20,7,7,7
mission,41,37,2.2,11,10,3,17
internet,41,33,2.0,9,8,10,14
arise,41,40,2.4,13,8,10,10
faculty,41,25,1.5,6,4,0,31
activism,41,24,1.4,32,7,0,2
fund,41,38,2.3,12,1,11,17
feminist,41,21,1.3,16,23,0,2
statement,41,23,1.4,11,3,19,8
independent,40,30,1.8,20,5,11,4
cycle,40,35,2.1,14,5,17,4
full,40,39,2.3,13,7,10,10
curriculum,40,28,1.7,16,1,6,17
swedish,40,18,1.1,11,1,28,0
instruction,40,20,1.2,1,0,0,39
advance,40,36,2.2,13,7,12,8
career,40,21,1.3,8,9,8,15
responsible,40,30,1.8,2,7,28,3
cause,40,38,2.3,10,5,18,7
scholarly,40,35,2.1,12,5,4,19
basic,40,39,2.3,12,12,12,4
transformation,40,31,1.9,15,8,12,5
recording,40,23,1.4,13,14,4,9
guidance,40,36,2.2,6,6,19,9
lesson,40,37,2.2,2,2,18,18
cloud,40,10,0.6,14,4,22,0
mcb,40,40,2.4,0,0,40,0
publisher,39,39,2.3,37,0,1,1
clear,39,35,2.1,10,9,18,2
identification,39,31,1.9,12,5,16,6
pay,39,37,2.2,13,8,11,7
interface,39,23,1.4,19,1,10,9
conclusion,39,39,2.3,15,5,17,2
formation,39,33,2.0,13,16,3,7
programme,39,28,1.7,5,1,33,0
boundary,39,32,1.9,14,16,4,5
date,39,37,2.2,8,7,17,7
leadership,39,23,1.4,3,10,14,12
inc,39,39,2.3,39,0,0,0
teach,39,26,1.6,6,10,0,23
england,39,26,1.6,15,7,14,3
provision,39,29,1.7,4,3,31,1
effectiveness,39,33,2.0,5,2,22,10
start,39,37,2.2,12,7,13,7
seem,39,36,2.2,8,11,11,9
store,39,32,1.9,11,8,17,3
previous,39,39,2.3,11,6,15,7
french,38,21,1.3,10,14,14,0
put,38,35,2.1,16,7,13,2
presence,38,33,2.0,17,5,7,9
regulatory,38,28,1.7,4,0,33,1
articulate,38,35,2.1,21,8,3,6
adapt,38,37,2.2,11,6,9,12
reading,38,32,1.9,17,10,5,6
transform,38,34,2.0,13,7,9,9
expectation,38,30,1.8,8,7,13,10
silence,38,23,1.4,21,13,0,4
word,38,30,1.8,7,13,14,4
loss,38,33,2.0,13,7,11,7
mechanism,38,27,1.6,6,5,24,3
kluwer,37,37,2.2,37,0,0,0
rich,37,36,2.2,21,6,3,7
acknowledge,37,35,2.1,14,11,9,3
exploration,37,36,2.2,16,9,9,3
constitute,37,36,2.2,16,7,11,3
matter,37,35,2.1,15,7,12,3
argument,37,30,1.8,14,6,7,10
contextual,37,30,1.8,7,5,14,11
emphasize,37,37,2.2,14,7,9,7
establishment,37,33,2.0,14,2,13,8
formal,37,32,1.9,11,9,10,7
phenomenon,37,31,1.9,17,3,9,8
agenda,37,30,1.8,17,2,15,3
usage,37,33,2.0,14,5,12,6
choose,37,34,2.0,12,4,15,6
librarian,37,31,1.9,6,9,1,21
consist,37,35,2.1,9,8,15,5
total,37,33,2.0,6,3,21,7
rise,37,29,1.7,23,4,5,5
leave,37,34,2.0,12,12,5,8
foster,37,34,2.0,11,8,15,3
connect,37,33,2.0,14,8,6,9
detailed,37,37,2.2,8,6,15,8
incorporate,37,37,2.2,8,2,12,15
prove,36,35,2.1,10,10,9,7
scheme,36,23,1.4,9,1,25,1
origin,36,30,1.8,18,6,1,11
occur,36,34,2.0,15,11,8,2
pattern,36,34,2.0,12,11,7,6
commission,36,23,1.4,21,5,6,4
retrieval,36,25,1.5,8,6,20,2
politic,36,27,1.6,19,9,1,7
marginalize,36,31,1.9,10,18,0,8
read,36,33,2.0,17,11,2,6
integration,36,33,2.0,9,1,18,8
registry,36,22,1.3,15,4,14,3
municipality,36,11,0.7,4,0,32,0
internal,36,32,1.9,14,4,12,6
characterize,36,34,2.0,18,13,2,3
america,36,35,2.1,11,10,5,10
democratic,36,27,1.6,11,13,7,5
english,36,29,1.7,12,11,12,1
commitment,36,24,1.4,4,7,20,5
efficient,36,33,2.0,4,4,20,8
nineteenth,35,32,1.9,24,6,0,5
dominant,35,30,1.8,21,7,4,3
communicate,35,29,1.7,7,6,10,12
transition,35,25,1.5,10,7,16,2
extensive,35,35,2.1,12,8,11,4
detail,35,34,2.0,9,3,11,12
background,35,33,2.0,14,3,10,8
aboriginal,35,12,0.7,23,10,0,2
regime,35,26,1.6,21,8,2,4
saa,35,20,1.2,1,2,0,32
deliver,35,32,1.9,7,2,23,3
catalogue,35,18,1.1,14,16,5,0
participate,35,31,1.9,13,4,9,9
expect,35,34,2.0,10,3,15,7
request,35,22,1.3,7,3,14,11
likely,35,31,1.9,10,3,21,1
environmental,35,20,1.2,8,5,11,11
council,34,31,1.9,9,8,12,5
big,34,22,1.3,8,3,18,5
appraise,34,27,1.6,10,8,9,7
govern,34,29,1.7,15,8,9,2
writer,34,20,1.2,4,22,1,7
expertise,34,32,1.9,7,7,11,9
pilot,34,24,1.4,6,4,18,6
automate,34,27,1.6,7,2,23,2
frame,34,31,1.9,15,5,4,10
additional,34,33,2.0,7,7,10,10
outreach,34,26,1.6,4,12,0,18
unit,34,26,1.6,5,2,22,5
photographic,34,22,1.3,11,16,0,7
semi,34,34,2.0,12,7,15,0
distribute,34,29,1.7,8,6,12,8
recognition,34,28,1.7,14,5,11,4
minority,34,13,0.8,24,1,0,9
less,34,31,1.9,7,5,7,15
secondary,34,29,1.7,8,6,15,5
align,34,32,1.9,11,3,19,1
botswana,34,12,0.7,4,0,30,0
root,33,32,1.9,18,6,1,8
operate,33,32,1.9,8,10,11,4
desire,33,32,1.9,9,9,10,5
architecture,33,17,1.0,9,2,8,14
introduction,33,32,1.9,13,3,13,4
authentic,33,25,1.5,12,11,6,4
civil,33,25,1.5,10,7,14,2
pre,33,22,1.3,13,1,17,2
setting,33,33,2.0,8,2,16,7
correspondence,33,18,1.1,9,6,14,4
innovative,33,33,2.0,12,3,12,6
methodological,33,29,1.7,13,6,10,4
tension,33,30,1.8,15,6,1,11
advantage,33,30,1.8,4,5,18,6
organize,33,29,1.7,15,9,2,7
intelligence,33,22,1.3,10,4,11,8
trauma,33,13,0.8,19,14,0,0
artist,33,20,1.2,5,25,0,3
presidential,33,11,0.7,2,1,17,13
exhibit,33,14,0.8,2,3,5,23
machine,33,21,1.3,11,7,11,4
usability,33,24,1.4,10,0,12,11
foi,33,10,0.6,0,0,33,0
inherent,32,29,1.7,9,5,7,11
old,32,22,1.3,10,8,8,6
vital,32,31,1.9,7,3,16,6
derive,32,30,1.8,13,4,10,5
inspire,32,32,1.9,11,6,8,7
depend,32,30,1.8,12,5,7,8
usa,32,26,1.6,17,0,15,0
reduce,32,26,1.6,6,2,18,6
prepare,32,29,1.7,7,4,12,9
miss,32,26,1.6,16,5,8,3
acquire,32,28,1.7,9,10,2,11
functionality,32,25,1.5,5,2,20,5
copy,32,26,1.6,6,10,7,9
ownership,32,25,1.5,12,8,10,2
census,32,12,0.7,11,1,2,18
inclusion,32,24,1.4,12,0,4,16
inadequate,32,28,1.7,4,1,24,3
lose,32,31,1.9,11,5,10,6
moment,32,22,1.3,9,15,3,5
metric,32,15,0.9,3,0,17,12
postmodern,31,21,1.3,7,16,0,8
educational,31,28,1.7,12,4,5,10
priority,31,28,1.7,9,5,9,8
ethnographic,31,27,1.6,18,6,5,2
exercise,31,28,1.7,15,4,4,8
socio,31,25,1.5,9,6,12,4
norm,31,23,1.4,9,3,17,2
free,31,27,1.6,14,5,7,5
class,31,24,1.4,6,3,9,13
separate,31,29,1.7,9,3,7,12
locate,31,30,1.8,8,8,4,11
top,31,24,1.4,8,2,13,8
conference,31,23,1.4,8,4,15,4
initial,31,28,1.7,8,1,8,14
orient,31,23,1.4,10,3,14,4
try,31,26,1.6,8,6,11,6
military,31,15,0.9,13,7,1,10
imagine,31,22,1.3,17,8,1,5
opinion,31,28,1.7,4,5,17,5
reliability,31,26,1.6,3,6,21,1
music,31,12,0.7,12,5,5,9
committee,31,24,1.4,6,10,6,9
interdisciplinary,30,27,1.6,12,5,10,3
refer,30,30,1.8,15,4,6,5
receive,30,29,1.7,8,3,16,3
custodial,30,18,1.1,11,15,0,4
return,30,29,1.7,6,11,4,9
volume,30,24,1.4,14,6,8,2
western,30,27,1.6,16,7,6,1
whole,30,26,1.6,7,1,15,7
actor,30,26,1.6,13,9,7,1
reach,30,29,1.7,12,3,10,5
funding,30,26,1.6,9,6,8,7
external,30,23,1.4,14,7,6,3
macroappraisal,30,14,0.8,29,0,0,1
suggestion,30,30,1.8,5,3,9,13
mark,30,30,1.8,7,7,4,12
manual,30,24,1.4,9,2,16,3
house,30,30,1.8,9,13,2,6
textual,30,25,1.5,8,14,5,3
popular,30,27,1.6,12,8,2,8
proper,30,26,1.6,3,2,20,5
radical,30,19,1.1,15,8,4,3
emphasis,30,28,1.7,8,8,5,9
print,30,20,1.2,9,4,2,15
belong,30,28,1.7,16,6,4,4
counter,30,17,1.0,11,5,5,9
novel,30,21,1.3,9,3,12,6
virtual,30,16,1.0,5,4,9,12
mitigate,30,26,1.6,4,1,19,6
dialogue,30,19,1.1,16,6,4,4
fill,30,29,1.7,7,3,7,13
officer,30,17,1.0,4,0,24,2
board,30,19,1.1,4,6,14,6
facebook,30,8,0.5,10,9,0,11
investment,30,24,1.4,3,0,23,4
sharing,30,19,1.1,11,1,18,0
capability,30,20,1.2,6,3,18,3
patient,30,12,0.7,1,0,28,1
terminology,29,17,1.0,17,0,8,4
short,29,28,1.7,8,7,9,5
progress,29,25,1.5,15,5,6,3
confront,29,29,1.7,11,10,2,6
poor,29,26,1.6,2,1,25,1
cross,29,27,1.6,12,1,10,6
mode,29,27,1.6,13,6,3,7
situate,29,27,1.6,13,9,2,5
embody,29,26,1.6,16,7,5,1
comparative,29,28,1.7,12,2,8,7
critique,29,24,1.4,14,6,2,7
disciplinary,29,24,1.4,17,3,4,5
maintenance,29,21,1.3,4,3,20,2
operational,29,28,1.7,7,3,17,2
deep,29,27,1.6,8,6,11,4
sound,29,23,1.4,9,10,5,5
destroy,29,26,1.6,11,11,3,4
asset,29,21,1.3,4,2,15,8
attribute,29,25,1.5,11,4,10,4
related,29,27,1.6,8,2,12,7
systematic,29,26,1.6,8,1,16,4
tell,29,23,1.4,12,7,1,9
comprise,29,28,1.7,6,4,14,5
abuse,29,17,1.0,19,2,3,5
truth,29,17,1.0,12,14,2,1
destruction,29,22,1.3,12,11,2,4
labor,29,16,1.0,7,0,4,18
surrogate,29,17,1.0,14,5,0,10
negative,29,19,1.1,6,4,5,14
feel,29,23,1.4,5,7,10,7
diary,29,10,0.6,5,22,0,2
regional,28,20,1.2,10,0,6,12
express,28,27,1.6,10,6,4,8
expression,28,27,1.6,13,7,3,5
east,28,21,1.3,8,3,10,7
subsequent,28,28,1.7,8,7,6,7
comparison,28,26,1.6,5,7,12,4
reader,28,23,1.4,13,9,6,0
natural,28,27,1.6,10,7,8,3
expose,28,27,1.6,14,6,4,4
means,28,27,1.6,10,10,4,4
middle,28,19,1.1,5,7,5,11
balance,28,26,1.6,9,7,5,7
exploratory,28,27,1.6,4,3,16,5
encompass,28,25,1.5,8,5,10,5
layer,28,19,1.1,10,5,12,1
hybrid,28,18,1.1,5,3,19,1
institute,28,23,1.4,7,2,2,17
numerous,28,28,1.7,7,6,4,11
forensic,28,10,0.6,4,5,16,3
target,28,25,1.5,7,1,16,4
run,28,22,1.3,8,5,5,10
partnership,28,19,1.1,10,6,2,10
emergence,27,25,1.5,16,4,2,5
london,27,23,1.4,10,10,7,0
structural,27,24,1.4,10,3,12,2
differ,27,24,1.4,12,2,9,4
name,27,22,1.3,13,3,4,7
get,27,25,1.5,10,4,9,4
former,27,25,1.5,12,6,3,6
handle,27,24,1.4,7,3,14,3
enrich,27,26,1.6,13,7,2,5
struggle,27,25,1.5,11,9,1,6
neglect,27,24,1.4,9,10,5,3
accord,27,26,1.6,9,7,10,1
derrida,27,11,0.7,17,10,0,0
intervention,27,27,1.6,7,7,7,6
inclusive,27,20,1.2,5,3,7,12
disabled,27,8,0.5,13,13,0,1
vision,27,23,1.4,6,12,5,4
county,26,9,0.5,3,3,18,2
governmental,26,22,1.3,8,3,12,3
meeting,26,16,1.0,3,1,15,7
utilize,26,23,1.4,13,3,3,7
mandate,26,21,1.3,8,7,9,2
overcome,26,25,1.5,9,3,6,8
strengthen,26,23,1.4,8,1,11,6
list,26,19,1.1,4,0,8,14
existence,26,25,1.5,11,5,9,1
manner,26,24,1.4,7,7,9,3
vary,26,25,1.5,3,5,11,7
contexts,26,19,1.1,16,1,6,3
recognise,26,24,1.4,4,0,22,0
volunteer,26,16,1.0,7,4,4,11
historic,26,21,1.3,8,6,3,9
southern,26,19,1.1,4,3,11,8
drawing,26,15,0.9,9,7,4,6
affective,26,19,1.1,16,6,0,4
enterprise,26,21,1.3,3,1,17,5
provincial,26,17,1.0,3,9,12,2
campus,26,10,0.6,14,0,2,10
disaster,26,12,0.7,3,2,18,3
ica,25,6,0.4,17,3,0,5
preliminary,25,24,1.4,8,3,7,7
lac,25,13,0.8,11,13,0,1
version,25,24,1.4,8,3,10,4
next,25,22,1.3,7,2,9,7
sustainable,25,22,1.3,8,0,7,10
train,25,23,1.4,4,5,12,4
rate,25,23,1.4,1,1,14,9
certification,25,9,0.5,3,0,11,11
motivation,25,17,1.0,7,4,12,2
discover,25,24,1.4,3,3,11,8
survivor,25,15,0.9,14,6,1,4
young,25,17,1.0,11,5,3,6
low,25,22,1.3,8,1,12,4
extract,25,20,1.2,8,1,12,4
artwork,25,8,0.5,2,9,13,1
affair,25,16,1.0,2,12,8,3
distinct,25,21,1.3,6,7,5,7
schedule,25,17,1.0,2,3,16,4
industry,25,20,1.2,3,3,15,4
pandemic,25,10,0.6,1,1,9,14
privilege,24,15,0.9,6,11,5,2
permanent,24,19,1.1,10,4,7,3
thought,24,24,1.4,6,8,6,4
resistance,24,19,1.1,13,2,3,6
entire,24,23,1.4,7,3,9,5
actual,24,23,1.4,11,5,5,3
german,24,16,1.0,17,0,2,5
germany,24,16,1.0,18,1,3,2
multi,24,22,1.3,9,3,10,2
strength,24,20,1.2,5,2,13,4
intend,24,22,1.3,4,4,7,9
backlog,24,14,0.8,6,0,3,15
interpare,24,17,1.0,5,13,2,4
religious,24,12,0.7,13,4,3,4
page,24,15,0.9,8,1,0,15
combination,24,22,1.3,8,0,10,6
networked,24,18,1.1,5,9,7,3
interact,24,23,1.4,9,4,4,7
creative,24,23,1.4,7,11,3,3
easy,24,23,1.4,6,4,12,2
experiment,24,19,1.1,4,10,6,4
accept,24,23,1.4,8,4,6,6
theatre,24,8,0.5,16,8,0,0
enact,24,21,1.3,6,9,7,2
criminal,24,11,0.7,3,4,17,0
mixed,24,23,1.4,6,1,11,6
genocide,24,8,0.5,22,2,0,0
fail,24,22,1.3,4,6,9,5
conversation,24,21,1.3,6,6,3,9
metaphor,23,16,1.0,14,9,0,0
adequate,23,22,1.3,6,1,10,6
liberation,23,9,0.5,20,2,1,0
choice,23,19,1.1,6,4,9,4
behaviour,23,19,1.1,4,7,12,0
comment,23,20,1.2,6,7,4,6
prevent,23,22,1.3,7,3,8,5
final,23,23,1.4,8,4,6,5
market,23,17,1.0,8,3,11,1
france,23,15,0.9,12,5,6,0
letter,23,12,0.7,12,6,0,5
grant,23,21,1.3,8,5,3,7
interested,23,22,1.3,2,4,6,11
behavior,23,18,1.1,3,0,10,10
speak,23,21,1.3,11,6,2,4
encode,23,15,0.9,11,1,2,9
esarbica,23,5,0.3,2,0,21,0
praxis,23,21,1.3,12,7,0,4
satisfaction,23,14,0.8,1,2,10,10
ecm,23,3,0.2,0,0,23,0
orientation,22,18,1.1,12,2,4,4
half,22,20,1.2,9,7,1,5
growth,22,20,1.2,12,4,3,3
specialist,22,19,1.1,6,2,14,0
enter,22,21,1.3,4,4,5,9
exchange,22,20,1.2,13,2,5,2
emotional,22,13,0.8,17,4,0,1
simple,22,21,1.3,7,4,9,2
brief,22,20,1.2,4,6,5,7
disposal,22,17,1.0,4,3,14,1
contact,22,18,1.1,8,3,8,3
doctoral,22,15,0.9,7,1,9,5
weakness,22,19,1.1,5,5,10,2
toronto,22,16,1.0,8,10,1,3
innovation,22,17,1.0,6,6,10,0
sensitive,22,21,1.3,8,4,5,5
europe,22,20,1.2,10,4,5,3
1980,22,20,1.2,9,5,2,6
conception,22,16,1.0,10,8,1,3
title,22,17,1.0,9,2,7,4
audit,22,15,0.9,5,0,15,2
figure,22,21,1.3,9,9,3,1
fear,22,22,1.3,2,3,2,15
reuse,22,15,0.9,12,4,2,4
violence,22,15,0.9,14,6,0,2
ethnic,22,13,0.8,10,0,0,12
video,22,11,0.7,4,11,4,3
ead,22,10,0.6,6,0,0,16
jewish,22,6,0.4,14,0,0,8
flow,22,19,1.1,8,0,12,2
press,22,18,1.1,9,7,5,1
conceptualize,22,20,1.2,5,9,3,5
constraint,22,19,1.1,2,3,14,3
representative,22,17,1.0,10,2,5,5
reparative,22,13,0.8,10,4,0,8
option,22,21,1.3,2,7,4,9
love,22,8,0.5,3,19,0,0
psi,22,1,0.1,0,0,22,0
underpin,21,21,1.3,4,4,13,0
literary,21,20,1.2,9,9,1,2
revolution,21,15,0.9,10,6,0,5
race,21,15,0.9,13,2,1,5
display,21,17,1.0,11,4,2,4
secure,21,18,1.1,5,4,7,5
anticipate,21,19,1.1,8,3,9,1
analytical,21,18,1.1,7,1,8,5
underlie,21,20,1.2,5,4,7,5
sphere,21,16,1.0,9,2,7,3
paul,21,19,1.1,2,5,0,14
session,21,17,1.0,3,1,2,15
lay,21,21,1.3,9,5,5,2
initiate,21,21,1.3,5,5,6,5
master,21,19,1.1,10,4,5,2
profile,21,15,0.9,2,4,12,3
problematic,21,20,1.2,8,3,3,7
union,21,19,1.1,8,3,4,6
portal,21,9,0.5,9,4,8,0
uncover,21,17,1.0,7,3,6,5
artifact,21,19,1.1,14,5,0,2
ontology,21,11,0.7,14,5,2,0
protocol,21,17,1.0,7,2,4,8
distribution,21,12,0.7,3,1,8,9
white,21,18,1.1,6,6,4,5
character,21,18,1.1,6,9,2,4
gay,21,8,0.5,8,13,0,0
zimbabwe,21,9,0.5,5,0,16,0
location,21,18,1.1,6,2,8,5
robust,21,21,1.3,4,2,9,6
revise,21,16,1.0,1,3,12,5
ehrs,21,3,0.2,0,0,21,0
only,20,19,1.1,7,4,7,2
epistemological,20,17,1.0,15,3,1,1
standardization,20,11,0.7,8,3,8,1
instrument,20,20,1.2,8,3,8,1
circumstance,20,16,1.0,9,5,2,4
branch,20,17,1.0,6,5,4,5
ict,20,9,0.5,3,0,14,3
norwegian,20,9,0.5,9,0,11,0
prominent,20,18,1.1,11,3,2,4
provider,20,19,1.1,8,1,9,2
schema,20,9,0.5,18,0,2,0
philosophy,20,16,1.0,9,4,2,5
moral,20,17,1.0,9,8,0,3
teaching,20,18,1.1,6,1,3,10
sustain,20,18,1.1,6,4,8,2
illuminate,20,19,1.1,9,5,2,4
administrator,20,16,1.0,1,2,14,3
territory,20,13,0.8,14,3,1,2
dissemination,20,20,1.2,10,4,4,2
continuity,20,16,1.0,8,2,10,0
accession,20,13,0.8,2,2,0,16
undergraduate,20,16,1.0,2,2,0,16
death,20,16,1.0,9,7,1,3
bureaucratic,20,18,1.1,7,7,2,4
register,20,18,1.1,4,5,10,1
lie,20,19,1.1,5,1,11,3
curator,20,19,1.1,6,3,5,6
president,20,14,0.8,2,1,11,6
black,20,14,0.8,2,13,0,5
track,20,18,1.1,6,3,2,9
contextualize,20,19,1.1,5,5,0,10
threat,20,16,1.0,7,6,7,0
failure,20,20,1.2,8,2,6,4
semantic,20,12,0.7,11,3,6,0
native,20,12,0.7,4,2,1,13
hierarchy,20,16,1.0,3,3,12,2
reliable,20,17,1.0,1,6,10,3
found,20,18,1.1,3,6,3,8
release,20,15,0.9,4,2,4,10
explanation,20,13,0.8,4,2,14,0
advocacy,20,17,1.0,6,2,2,10
variable,20,15,0.9,3,0,16,1
box,20,13,0.8,8,8,2,2
safety,20,12,0.7,4,4,9,3
mplp,20,7,0.4,0,2,0,18
accessioning,20,9,0.5,0,0,1,19
nigeria,20,9,0.5,0,0,20,0
gdpr,20,4,0.2,0,0,19,1
availability,19,15,0.9,3,0,11,5
pursue,19,19,1.1,10,1,3,5
island,19,12,0.7,15,1,0,3
remember,19,16,1.0,8,7,1,3
confirm,19,17,1.0,2,2,12,3
meaningful,19,18,1.1,8,4,4,3
contend,19,18,1.1,5,5,4,5
sub,19,16,1.0,5,1,13,0
finnish,19,11,0.7,11,0,8,0
iceland,19,9,0.5,2,0,17,0
scientist,19,17,1.0,9,4,5,1
commercial,19,17,1.0,7,3,2,7
visit,19,18,1.1,7,3,2,7
directive,19,7,0.4,3,0,16,0
judicial,19,14,0.8,10,5,3,1
tackle,19,18,1.1,7,0,9,3
reform,19,14,0.8,4,1,9,5
mass,19,18,1.1,10,2,2,5
employer,19,13,0.8,5,0,7,7
profound,19,18,1.1,10,6,0,3
avoid,19,19,1.1,10,2,4,3
obstacle,19,17,1.0,8,3,3,5
forget,19,15,0.9,9,5,3,2
northern,19,15,0.9,4,3,6,6
holistic,19,17,1.0,6,4,5,4
daily,19,15,0.9,4,6,7,2
impose,19,18,1.1,5,5,6,3
dataset,19,14,0.8,13,1,4,1
province,19,15,0.9,5,6,7,1
facility,19,15,0.9,3,2,13,1
measurement,19,14,0.8,1,2,15,1
lesbian,19,10,0.6,8,11,0,0
month,19,18,1.1,4,1,7,7
systemic,19,16,1.0,9,3,5,2
leverage,19,16,1.0,4,1,8,6
aware,19,19,1.1,5,4,7,3
remove,19,18,1.1,6,2,4,7
navigate,19,17,1.0,7,5,3,4
narrow,19,16,1.0,3,8,3,5
animal,19,3,0.2,14,5,0,0
ghana,19,8,0.5,1,0,18,0
crime,19,9,0.5,6,7,5,1
ontario,19,13,0.8,1,13,1,4
executive,19,11,0.7,1,0,9,9
tanzania,19,11,0.7,0,0,19,0
treat,18,17,1.0,9,4,2,3
send,18,15,0.9,3,3,8,4
custodian,18,15,0.9,6,7,2,3
1990,18,16,1.0,8,3,3,4
crisis,18,16,1.0,5,4,4,5
agent,18,18,1.1,11,4,1,2
witness,18,14,0.8,10,3,5,0
powerful,18,17,1.0,6,8,2,2
proof,18,13,0.8,7,1,10,0
republic,18,16,1.0,14,1,1,2
compete,18,17,1.0,6,1,5,6
duty,18,17,1.0,8,3,6,1
posit,18,18,1.1,8,3,1,6
formulate,18,17,1.0,4,1,10,3
size,18,18,1.1,3,2,10,3
transaction,18,15,0.9,4,2,11,1
principal,18,15,0.9,7,4,6,1
applicability,18,15,0.9,3,0,14,1
agreement,18,18,1.1,5,2,3,8
west,18,14,0.8,8,1,5,4
charter,18,11,0.7,15,1,2,0
assume,18,18,1.1,4,4,4,6
settler,18,11,0.7,4,12,0,2
specialized,18,14,0.8,1,2,3,12
acceptance,18,13,0.8,1,0,15,2
conservation,18,12,0.7,6,4,6,2
sign,18,9,0.5,7,0,8,3
statistical,18,18,1.1,2,0,13,3
want,18,18,1.1,7,2,6,3
realize,18,17,1.0,6,5,7,0
fit,18,18,1.1,4,3,6,5
mainstream,18,16,1.0,8,5,1,4
retain,18,18,1.1,4,4,4,6
classify,18,12,0.7,6,1,10,1
complement,18,17,1.0,4,3,9,2
index,18,15,0.9,7,2,4,5
divide,18,17,1.0,10,2,3,3
dependent,18,16,1.0,6,1,9,2
recovery,18,12,0.7,8,1,3,6
trustworthiness,18,15,0.9,9,1,7,1
scenario,18,16,1.0,5,0,8,5
device,18,15,0.9,5,3,9,1
everyday,18,16,1.0,10,1,2,5
observe,18,15,0.9,4,3,10,1
colonialism,18,13,0.8,6,8,4,0
gender,18,14,0.8,5,3,2,8
happen,18,15,0.9,4,4,6,4
congress,18,15,0.9,8,2,2,6
stewardship,18,17,1.0,7,4,2,5
employment,18,10,0.6,2,0,6,10
fall,18,18,1.1,5,3,2,8
aggregation,18,10,0.6,3,7,2,6
intention,18,15,0.9,2,10,1,5
sedimentation,18,2,0.1,7,11,0,0
obligation,18,15,0.9,4,3,5,6
similarity,18,14,0.8,1,2,11,4
colleague,18,17,1.0,4,1,7,6
pressure,18,17,1.0,1,5,7,5
cent,18,10,0.6,0,0,18,0
sampling,18,17,1.0,0,0,17,1
healthcare,18,3,0.2,0,0,18,0
say,17,16,1.0,8,4,4,1
tend,17,17,1.0,11,2,2,2
underscore,17,17,1.0,10,1,4,2
integral,17,16,1.0,8,4,2,3
stress,17,17,1.0,7,2,4,4
accountable,17,16,1.0,6,7,3,1
persistent,17,13,0.8,7,1,6,3
1960,17,17,1.0,6,5,0,6
trial,17,8,0.5,5,5,6,1
applicable,17,16,1.0,1,4,10,2
ignore,17,16,1.0,8,5,1,3
pass,17,16,1.0,4,3,6,4
sweden,17,12,0.7,6,1,10,0
municipal,17,14,0.8,5,8,3,1
specification,17,10,0.6,6,0,11,0
solve,17,16,1.0,5,2,5,5
promise,17,17,1.0,5,5,5,2
expansion,17,14,0.8,10,2,3,2
minimal,17,15,0.9,2,4,3,8
charge,17,17,1.0,6,3,5,3
macro,17,11,0.7,3,7,3,4
meta,17,8,0.5,6,0,11,0
accompany,17,16,1.0,7,3,4,3
exclude,17,13,0.8,8,5,4,0
logic,17,14,0.8,6,2,6,3
reconciliation,17,12,0.7,11,6,0,0
fulfil,17,17,1.0,4,2,10,1
disseminate,17,17,1.0,6,4,5,2
emphasise,17,16,1.0,5,0,12,0
collaborate,17,15,0.9,4,4,5,4
realm,17,17,1.0,8,4,0,5
familiar,17,17,1.0,2,6,3,6
survival,17,16,1.0,11,2,2,2
temporal,17,13,0.8,10,4,2,1
malawi,17,7,0.4,2,0,15,0
validity,17,15,0.9,1,3,11,2
indian,17,7,0.4,7,10,0,0
sovereignty,17,11,0.7,11,2,0,4
audio,17,11,0.7,6,3,0,8
resolve,17,14,0.8,6,4,7,0
